Image Name,Channel ID,roi_type,label,area,filled_area,major_axis_length,centroid-0,centroid-1,centroid-2,weighted_centroid-0,weighted_centroid-1,weighted_centroid-2,equivalent_diameter,max_intensity,mean_intensity,min_intensity,sphericity,solidity,volume,volume_units,overlap_fraction,distance_x,distance_y,distance_z,distance3d,distance_units,Roi Name
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,0.0,domain,1,387,387,24.168868858969134,8.509043927648579,26.05426356589147,26.025839793281655,8.407796215131546,26.097504042525046,27.112649168487366,9.041436730455773,65535.0,19749.66149870801,7642.0,0.4140657201528818,0.5222672064777328,0.07740000000000001,micron^3,,,,,,,ch-0_domain_label-1
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,0.0,subdomain,2,112,112,10.295923170709953,8.473214285714286,23.151785714285715,22.178571428571427,8.431707212351764,23.04480033432658,22.14471875635092,,29146.0,15596.38392857143,9826.0,,,0.0224,micron^3,,,,,,,ch-0_subdomain_label-2
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,0.0,subdomain,3,194,194,9.166529761562936,8.154639175257731,26.38144329896907,30.963917525773194,8.134295872256377,26.38308510228902,30.999087582413733,,65535.0,23976.180412371134,7642.0,,,0.0388,micron^3,,,,,,,ch-0_subdomain_label-3
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,0.0,subdomain,4,81,81,6.778082263606725,9.407407407407407,29.28395061728395,19.51851851851852,9.396101835824073,29.313792175557957,19.562643329625004,,26910.0,15369.691358024691,9946.0,,,0.0162,micron^3,,,,,,,ch-0_subdomain_label-4
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,1.0,domain,1,1014,1014,20.785772061061646,8.79585798816568,24.391518737672584,26.272189349112427,8.730357544079302,24.669366053085866,26.5051836333666,12.464641082153825,45901.0,13466.181459566074,6307.0,0.47373129118184737,0.5408,0.2028,micron^3,,,,,,,ch-1_domain_label-1
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,1.0,subdomain,2,150,150,7.896615763929785,8.34,18.126666666666665,27.66,8.304820218770882,18.03024320865323,27.737593377348887,,29290.0,13059.02,6608.0,,,0.030000000000000002,micron^3,,,,,,,ch-1_subdomain_label-2
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,1.0,subdomain,3,203,203,7.941723053323996,7.862068965517241,30.472906403940886,28.014778325123153,7.8213969406305495,30.628089179732317,28.045956703291086,,45901.0,16380.27093596059,6513.0,,,0.040600000000000004,micron^3,,,,,,,ch-1_subdomain_label-3
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,1.0,subdomain,4,88,88,6.979646441018529,8.704545454545455,17.579545454545453,22.136363636363637,8.690716465458742,17.516432544890836,22.068712743349167,,19498.0,11186.227272727272,7177.0,,,0.0176,micron^3,,,,,,,ch-1_subdomain_label-4
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,1.0,subdomain,5,285,285,13.52587674243856,8.95438596491228,24.487719298245615,24.764912280701754,8.949599964574762,24.46795771977517,24.699026976623923,,37147.0,13787.375438596491,6714.0,,,0.057,micron^3,,,,,,,ch-1_subdomain_label-5
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,1.0,subdomain,6,143,143,7.940703247971175,9.412587412587413,22.832167832167833,30.86013986013986,9.483053677310409,22.82204531119483,30.910767450465638,,32012.0,13947.37062937063,6307.0,,,0.0286,micron^3,,,,,,,ch-1_subdomain_label-6
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,1.0,subdomain,7,110,110,10.823849834148053,10.909090909090908,28.081818181818182,20.527272727272727,10.860122958246194,28.10289940201639,20.657561371886977,,16950.0,10384.9,7245.0,,,0.022000000000000002,micron^3,,,,,,,ch-1_subdomain_label-7
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_12.ome.tiff,,overlap,1,226,226,,8.575221238938052,25.615044247787612,26.920353982300885,,,,,,,,,,0.045200000000000004,micron^3,0.1923404255319149,0.02429862140483067,0.05712551957756716,0.04032016611846956,0.07402340025291519,micron,overlap_label-1
