# header s,d,s,l,l,l,d,d,d,d,d,d,d,d,d,d,d,d,d,d,s,d,d,d,d,d,s,s,roi
Image Name,Channel ID,roi_type,label,area,filled_area,major_axis_length,centroid-0,centroid-1,centroid-2,weighted_centroid-0,weighted_centroid-1,weighted_centroid-2,equivalent_diameter,max_intensity,mean_intensity,min_intensity,sphericity,solidity,volume,volume_units,overlap_fraction,distance_x,distance_y,distance_z,distance3d,distance_units,Roi Name,roi
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,0.0,domain,1,534,534,14.805938616883587,25.254681647940075,26.60674157303371,25.99250936329588,25.125452486405106,26.29833524376313,25.916508918811573,10.065782567609606,49457.0,19024.616104868917,7799.0,0.5704616945719078,0.7091633466135459,0.1068,micron^3,,,,,,,ch-0_domain_label-1,136007
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,0.0,subdomain,2,383,383,14.48211432155574,24.950391644908617,26.43864229765013,25.66579634464752,24.890743539852515,26.170140584420327,25.523308822939214,,49457.0,19842.383812010445,7799.0,,,0.0766,micron^3,,,,,,,ch-0_subdomain_label-2,136009
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,0.0,subdomain,3,90,90,9.096211985623556,25.122222222222224,25.155555555555555,30.011111111111116,25.01773232940721,24.97856892106187,29.76605212507112,,36707.0,18357.555555555555,9270.0,,,0.018,micron^3,,,,,,,ch-0_subdomain_label-3,136010
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,0.0,subdomain,4,61,61,6.887220994265497,27.36065573770492,29.80327868852459,22.114754098360656,27.287478012458504,29.77525867047564,22.20016047047828,,23497.0,14874.295081967211,9406.0,,,0.0122,micron^3,,,,,,,ch-0_subdomain_label-4,136011
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,1.0,domain,1,736,736,19.667881091724084,25.52853260869565,28.58695652173913,23.75951086956522,25.466949681796414,28.633712949857987,23.86043388499508,11.201935404766612,21648.0,8652.30027173913,4282.0,0.4720786772227028,0.5661538461538461,0.1472,micron^3,,,,,,,ch-1_domain_label-1,136008
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,1.0,subdomain,2,241,241,10.73001024960227,24.08713692946058,28.66390041493776,24.634854771784237,24.16063126233385,28.72311781075532,24.70313958178848,,21648.0,9350.427385892115,4282.0,,,0.0482,micron^3,,,,,,,ch-1_subdomain_label-2,136012
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,1.0,subdomain,3,93,93,6.87357806096017,25.634408602150536,31.258064516129032,29.90322580645161,25.61197137152889,31.215123751494566,29.824988029468507,,13369.0,7680.150537634408,4493.0,,,0.0186,micron^3,,,,,,,ch-1_subdomain_label-3,136013
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,1.0,subdomain,4,145,145,8.177970556124404,25.489655172413794,22.23448275862069,22.55862068965517,25.497155512310822,22.230462472910617,22.59568306198903,,18158.0,8420.4,4474.0,,,0.029,micron^3,,,,,,,ch-1_subdomain_label-4,136014
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,1.0,subdomain,5,174,174,9.201361363246,26.67816091954023,32.60919540229885,23.660919540229884,26.595263528745058,32.47309108097061,23.65306081509733,,18900.0,9167.793103448275,4391.0,,,0.0348,micron^3,,,,,,,ch-1_subdomain_label-5,136015
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,1.0,subdomain,6,83,83,6.370336757361122,27.25301204819277,28.03614457831325,16.63855421686747,27.184389078311355,28.03170315901902,16.527394938996835,,12677.0,7038.939759036145,4611.0,,,0.0166,micron^3,,,,,,,ch-1_subdomain_label-6,136016
20180723_RI510_ESC_51b_51a_SIR_2C_ALN_THR_14.ome.tiff,,overlap,1,264,264,,25.435606060606062,27.90530303030303,24.678030303030305,,,,,,,,,,0.0528,micron^3,0.2624254473161034,0.0822430013526596,0.0934151082437942,0.042687149423914,0.1315769221620301,micron,overlap_label-1,136017
